media	title	num_likes	uri	entities
huffingtonpost.de	HuffPost-YouGov-Umfrage: 64 Prozent der Deutschen sind gegen eine weitere Amtszeit von Kanzlerin Merkel	6415	http://www.huffingtonpost.de/2017/02/10/merkel-muedigkeit-_n_14673522.html	
Süddeutsche.de	Umfrage: Große Mehrheit für Direktwahl des Bundespräsidenten	5347	http://www.sueddeutsche.de/news/politik/bundespraesident-umfrage-grosse-mehrheit-fuer-direktwahl-des-bundespraesidenten-dpa.urn-newsml-dpa-com-20090101-170207-99-188212
Alternative für Deutschland	Schön wär’s. Aber der Kuhhandel ist gelaufen!	5347	https://www.alternativefuer.de/schoen-waers/
generalbundesanwalt.de	Der Generalbundesanwalt beim Bundesgerichtshof: Pressemitteilung	3707	https://www.generalbundesanwalt.de/de/showpress.php?newsid=613	
DIE WELT	Die Busse in Aleppo	3707	https://www.welt.de/img/bildergalerien/mobile138486610/8352507687-ci102l-w1024/title.jpg
BILD.de	Die Busse in Aleppo	3707	http://bilder.bild.de/fotos-skaliert/das-foto-von-reuters-zeigt-die-busse-in-aleppo-mit-islamisten-fahne-es-stammt-von-2015-200274181-50180238/2,w=993,q=high,c=0.bild.jpg
BILD.de	Die Busse in Aleppo	3707	http://www.bild.de/regional/dresden/denkmal/laut-geruecht-stellten-terroristen-die-aleppo-busse-auf-50180178.bild.html#fromWall
DIE WELT	Donald Trump: USA provozieren neuen Öl-Krieg	3169	https://www.welt.de/wirtschaft/article161777432/Trump-provoziert-neuen-Oel-Krieg-mit-der-Opec.html
BILD.de	Trump ist unheilbar geistig krank	3169	http://www.bild.de/politik/ausland/donald-trump/trump-psychoanalyse-50116002.bild.html
FOCUS Online	Experten warnen vor Trumps China-Politik – aus Sorge vor einem Dritten Weltkrieg	3169	http://www.focus.de/politik/videos/china-usa-experten-warnen-vor-trumps-china-politik-aus-sorge-vor-einem-dritten-weltkrieg_id_6605841.html
DIE WELT	Donald Trump: Außergewöhnlicher Umfrage-Erfolg für neuen US-Präsidenten	3169	https://www.welt.de/politik/ausland/article161866019/Knappe-Mehrheit-der-Amerikaner-sieht-USA-auf-richtigem-Weg.html
ZEIT ONLINE	Donald Trump: Mein Leben mit dem Monster	3169	http://www.zeit.de/2017/04/donald-trump-republikaner-usa-daniel-kehlmann
FOCUS Online	Experten warnen: Trump-Dekret bereitet nächste Finanzkrise vor	3169	http://www.focus.de/finanzen/banken/neues-banken-dekret-unterzeichnet-experten-warnen-trump-bereitet-naechste-finanzkrise-vor_id_6600363.html
ZEIT ONLINE	Donald Trump: Wir sind Komparsen in einem Horrorfilm	3169	http://www.zeit.de/politik/ausland/2017-02/donald-trump-us-amerikaner-institutionen-krieg-zivilgesellschaft
wa.de	Junge Frau (22) in Ahaus getötet - Mordkommission ermittelt	2962	https://www.wa.de/nordrhein-westfalen/junge-frau-22-ahaus-getoetet-mordkommission-ermittelt-7386000.html
spd-muenster.de	Protest gegen AfD: SPD irritiert über Belehrung der UWG	2962	http://spd-muenster.de/meldung.php?meldung=7432&page=0
ZEIT ONLINE	Bundestagswahl: Merkel ist jetzt auch Kanzlerkandidatin der CSU	2346	http://www.zeit.de/politik/deutschland/2017-02/bundestagswahl-csu-cdu-angela-merkel-kanzlerkandidatur
Spiegel Online	Martin Schulz: Markus Engels profitierte von fragwürdigen Zahlungen	2134	http://www.spiegel.de/politik/deutschland/martin-schulz-markus-engels-profitierte-von-fragwuerdigen-zahlungen-a-1134030.html
afd-kompakt.de	AfD erwirkt vor Gericht einstweilige Verfügung gegen die "Allianz deutscher Demokraten"	1985	https://afd-kompakt.de/2017/02/10/afd-erwirkt-vor-gericht-einstweilige-verfuegung-gegen-die-allianz-deutscher-demokraten/
BILD.de	AfD-Gegner drohen Hotel-Angestellten mit Tod	1701	http://www.bild.de/regional/koeln/alternative-fuer-deutschland/gegner-bedrohen-maritim-arbeiter-50188394.bild.html
